Size,Entropy,Rank
Qwen2.5-14B,221.33643,1.1262095
Qwen2.5-14B,221.27966,1.376713
Qwen2.5-14B,210.79866,1.5566629
Qwen2.5-14B,264.69717,1.0755529
Qwen2.5-14B,214.96216,1.1561644
Qwen2.5-14B,213.88654,1.2727344
Qwen2.5-14B,218.76181,1.444617
Qwen2.5-14B,260.2321,1.0549848
Qwen2.5-14B,220.66045,1.0968387
Qwen2.5-14B,221.6243,1.2170508
Qwen2.5-14B,222.31873,1.5755198
Qwen2.5-14B,242.20723,1.0850041
Qwen2.5-14B,215.49173,1.1554335
Qwen2.5-14B,215.59743,1.3390877
Qwen2.5-14B,221.35715,1.5331862
Qwen2.5-14B,228.6644,1.1031067
Qwen2.5-14B,216.70132,1.1443899
Qwen2.5-14B,217.29297,1.4031291
Qwen2.5-14B,216.0839,1.5989656
Qwen2.5-14B,232.84485,1.1074257
Qwen2.5-14B,220.25156,1.1922476
Qwen2.5-14B,224.73076,1.3333378
Qwen2.5-14B,217.62148,1.5061253
Qwen2.5-14B,244.5051,1.1344259
Qwen2.5-14B,219.08472,1.1401346
Qwen2.5-14B,212.21997,1.4175261
Qwen2.5-14B,221.11336,1.6438729
Qwen2.5-14B,231.54414,1.075948
Qwen2.5-14B,224.16203,1.1828926
Qwen2.5-14B,211.71378,1.3151312
Qwen2.5-14B,213.96857,1.6124437
Qwen2.5-14B,242.49675,1.065128
Qwen2.5-14B,216.96835,1.1815203
Qwen2.5-14B,218.99777,1.238626
Qwen2.5-14B,212.70563,1.5550237
Qwen2.5-14B,237.83585,1.083975
Qwen2.5-14B,222.29436,1.141667
Qwen2.5-14B,221.37177,1.3080995
Qwen2.5-14B,210.41072,1.2046926
Qwen2.5-14B,226.10385,1.3135777
Qwen2.5-14B,215.31552,1.1287073
Qwen2.5-14B,213.89548,1.8217628
Qwen2.5-14B,213.93591,1.168066
Qwen2.5-14B,225.02213,1.3175967
Qwen2.5-14B,213.9841,1.1354183
Qwen2.5-14B,214.01239,1.7778858
Qwen2.5-14B,219.03644,1.0366547
Qwen2.5-14B,235.04977,1.3717663
Qwen2.5-14B,217.1394,1.034127
Qwen2.5-14B,208.61761,1.999845
Qwen2.5-14B,220.0804,0.9827513
Qwen2.5-14B,230.94243,1.3807039
Qwen2.5-14B,219.32732,1.0210711
Qwen2.5-14B,208.81964,2.0862806
Qwen2.5-14B,220.47803,0.96062297
Qwen2.5-14B,229.51074,1.3698826
Qwen2.5-14B,216.82956,1.0213982
Qwen2.5-14B,211.86081,2.0974088
Qwen2.5-14B,220.42496,0.9526861
Qwen2.5-14B,236.96494,1.356232
Qwen2.5-14B,214.13823,0.99197483
Qwen2.5-14B,215.38937,2.200837
Qwen2.5-14B,209.15036,1.0226257
Qwen2.5-14B,231.78549,1.1939774
Qwen2.5-14B,219.98994,1.0703928
Qwen2.5-14B,209.90433,1.7015157
Qwen2.5-14B,218.60464,1.9123062
Qwen2.5-14B,214.3914,0.8404341
Qwen2.5-14B,216.04785,1.0833421
Qwen2.5-14B,212.66672,0.9128501
Qwen2.5-14B,158.17276,0.26681507
Qwen2.5-14B,184.70126,0.601354
Qwen2.5-14B,125.94187,0.094701074
Qwen2.5-14B,205.45622,0.6017068
Qwen2.5-14B,172.66632,0.5670422
Qwen2.5-14B,203.08936,0.8693228
Qwen2.5-14B,163.18509,0.2899005
Qwen2.5-14B,202.39032,0.96773523
Qwen2.5-14B,197.48581,1.1618729
Qwen2.5-14B,240.66592,0.99115753
Qwen2.5-14B,190.11229,0.6540429
Qwen2.5-14B,205.75772,1.0628486
Qwen2.5-14B,206.02647,1.442372
Qwen2.5-14B,254.4899,1.0639844
Qwen2.5-14B,216.1907,0.8922076
Qwen2.5-14B,208.69043,1.1711822
Qwen2.5-14B,215.49554,1.5855181
Qwen2.5-14B,264.13556,1.03308
Qwen2.5-14B,218.24153,1.1662964
Qwen2.5-14B,228.7114,1.1585147
Qwen2.5-14B,226.92416,1.6047336
Qwen2.5-14B,257.2622,1.0546182
Qwen2.5-14B,219.17754,1.1622819
Qwen2.5-14B,215.98341,1.2696586
Qwen2.5-14B,225.56804,1.366641
Qwen2.5-14B,267.29736,1.1122245
Qwen2.5-14B,221.47964,1.0905634
Qwen2.5-14B,215.63022,1.4650252
Qwen2.5-14B,216.34935,1.3832508
Qwen2.5-14B,239.62675,1.12971
Qwen2.5-14B,219.8566,1.1015253
Qwen2.5-14B,213.45721,1.4063139
Qwen2.5-14B,217.94162,1.4175024
Qwen2.5-14B,253.96944,1.1525068
Qwen2.5-14B,219.25284,1.1299244
Qwen2.5-14B,211.87907,1.4574237
Qwen2.5-14B,220.0044,1.427518
Qwen2.5-14B,249.61539,1.1668276
Qwen2.5-14B,220.03995,1.1384948
Qwen2.5-14B,216.71953,1.5042298
Qwen2.5-14B,221.69864,1.3971215
Qwen2.5-14B,237.49536,1.2028067
Qwen2.5-14B,218.03806,1.154484
Qwen2.5-14B,218.99406,1.4809504
Qwen2.5-14B,217.23358,1.3642442
Qwen2.5-14B,245.87556,1.1914656
Qwen2.5-14B,218.96033,1.1280577
Qwen2.5-14B,221.92145,1.5284803
Qwen2.5-14B,217.36983,1.6245672
Qwen2.5-14B,231.44063,1.1292821
Qwen2.5-14B,218.3199,1.2020565
Qwen2.5-14B,218.06,1.320558
Qwen2.5-14B,216.6994,1.6321995
Qwen2.5-14B,225.28902,1.1017396
Qwen2.5-14B,218.80193,1.187444
Qwen2.5-14B,215.0008,1.3381801
Qwen2.5-14B,218.65921,1.6213719
Qwen2.5-14B,232.80318,1.1072209
Qwen2.5-14B,221.4154,1.1047599
Qwen2.5-14B,216.06679,1.2463329
Qwen2.5-14B,219.03482,1.5486068
Qwen2.5-14B,236.4067,1.0920095
Qwen2.5-14B,218.82637,1.0926707
Qwen2.5-14B,224.41603,1.3107085
Qwen2.5-14B,228.21194,1.5581663
Qwen2.5-14B,234.23251,1.1282212
Qwen2.5-14B,218.32236,1.1397495
Qwen2.5-14B,215.91553,1.340099
Qwen2.5-14B,216.09338,1.5439731
Qwen2.5-14B,214.91557,1.0589063
Qwen2.5-14B,218.55698,1.1078559
Qwen2.5-14B,216.25745,1.3242013
Qwen2.5-14B,224.41438,1.5534699
Qwen2.5-14B,232.02585,1.1129926
Qwen2.5-14B,221.70837,1.1391914
Qwen2.5-14B,217.707,1.3696604
Qwen2.5-14B,224.31432,1.2835598
Qwen2.5-14B,228.2825,1.2054121
Qwen2.5-14B,216.27805,1.1158631
Qwen2.5-14B,214.63855,1.5074253
Qwen2.5-14B,209.7769,1.4404596
Qwen2.5-14B,241.4003,1.1817496
Qwen2.5-14B,212.52234,1.1689875
Qwen2.5-14B,211.81226,1.534445
Qwen2.5-14B,223.9469,1.2042365
Qwen2.5-14B,230.21333,1.2021601
Qwen2.5-14B,218.75562,1.092557
Qwen2.5-14B,209.4205,1.6233822
Qwen2.5-14B,219.4555,1.3409894
Qwen2.5-14B,225.4071,1.2651439
Qwen2.5-14B,217.2374,1.1590027
Qwen2.5-14B,213.1287,1.5668906
Qwen2.5-14B,213.8977,1.2887337
Qwen2.5-14B,241.26721,1.2470791
Qwen2.5-14B,219.75078,1.1567228
Qwen2.5-14B,220.78253,1.6334248
Qwen2.5-14B,216.6192,1.2973702
Qwen2.5-14B,238.62244,1.2739046
Qwen2.5-14B,219.24895,1.146222
Qwen2.5-14B,214.07065,1.7751437
Qwen2.5-14B,214.69556,1.1883411
Qwen2.5-14B,229.03642,1.3103138
Qwen2.5-14B,213.85416,1.1137974
Qwen2.5-14B,196.87561,1.7446556
